"Caversham, Reading","{'address': 'Caversham, Reading, Berkshire, England', 'location': {'x': -0.9691275, 'y': 51.4713342}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.9961275, 'ymin': 51.4443342, 'xmax': -0.9421275, 'ymax': 51.4983342}}"
"Banbury, Oxfordshire","{'address': 'Banbury, Oxfordshire, England', 'location': {'x': -1.3404488, 'y': 52.0600205}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -1.4974488, 'ymin': 51.9030205, 'xmax': -1.1834488, 'ymax': 52.2170205}}"
Prague,"{'address': 'Praha, Hlavní město Praha', 'location': {'x': 14.450927726, 'y': 50.071174783}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 14.271927726, 'ymin': 49.892174783, 'xmax': 14.629927726, 'ymax': 50.250174783}}"
"Eurospan, London WC2","{'address': 'Eurospan', 'location': {'x': -0.1124951, 'y': 51.521589}, 'score': 89.41, 'attributes': {}, 'extent': {'xmin': -0.1174951, 'ymin': 51.516589, 'xmax': -0.1074951, 'ymax': 51.526589}}"
"Thrupp, Stroud","{'address': 'Thrupp, Stroud, Gloucestershire, England', 'location': {'x': -2.200834258, 'y': 51.733733924}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -2.204834258, 'ymin': 51.729733924, 'xmax': -2.196834258, 'ymax': 51.737733924}}"
County Cork,"{'address': 'Cork', 'location': {'x': -8.4710874, 'y': 51.8978719}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -8.5590874, 'ymin': 51.8098719, 'xmax': -8.3830874, 'ymax': 51.9858719}}"
"Department of History, University of Edinburgh","{'address': 'University of Utah Department of Art & Art History', 'location': {'x': -111.844993, 'y': 40.761011}, 'score': 79.56, 'attributes': {}, 'extent': {'xmin': -111.845993, 'ymin': 40.760011, 'xmax': -111.843993, 'ymax': 40.762011}}"
"Bangor, County Down","{'address': 'Bangor, County Down, Northern Ireland', 'location': {'x': -5.6743796, 'y': 54.6536944}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -5.7113796, 'ymin': 54.6166944, 'xmax': -5.6373796, 'ymax': 54.6906944}}"
"Wagstaffe, New South Wales","{'address': 'Wagstaffe, Central Coast, New South Wales', 'location': {'x': 151.342137535, 'y': -33.52347791}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 151.338137535, 'ymin': -33.52747791, 'xmax': 151.346137535, 'ymax': -33.51947791}}"
"Frittenden, Kent","{'address': 'Frittenden, Tunbridge Wells, Kent, England', 'location': {'x': 0.59350798, 'y': 51.141467131}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 0.58750798, 'ymin': 51.135467131, 'xmax': 0.59950798, 'ymax': 51.147467131}}"
"Thames Polytechnic, London SE18","{'address': 'The Polytechnic, Riding House Street, West End, Westminster, London, England, W1W 7DX', 'location': {'x': -0.1410174743, 'y': 51.518317405841}, 'score': 84.3, 'attributes': {}, 'extent': {'xmin': -0.1420174743, 'ymin': 51.517317405841, 'xmax': -0.1400174743, 'ymax': 51.519317405841}}"
"Lawrence Pollinger Ltd,","{'address': 'Lawrence Poliner MD', 'location': {'x': -96.774398, 'y': 32.912679}, 'score': 85.12, 'attributes': {}, 'extent': {'xmin': -96.776398, 'ymin': 32.910679, 'xmax': -96.772398, 'ymax': 32.914679}}"
Rutgers University,"{'address': 'Rutgers University', 'location': {'x': -75.115398, 'y': 39.945426}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -75.120398, 'ymin': 39.940426, 'xmax': -75.110398, 'ymax': 39.950426}}"
"Somerton, Somerset","{'address': 'Somerton, Somerset, England', 'location': {'x': -2.732924965, 'y': 51.053779376}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -2.744924965, 'ymin': 51.041779376, 'xmax': -2.720924965, 'ymax': 51.065779376}}"
"Memorial University,","{'address': 'Pima Medical Institute', 'location': {'x': -95.548442, 'y': 29.783035}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -95.553442, 'ymin': 29.778035, 'xmax': -95.543442, 'ymax': 29.788035}}"
"St Hippolyte, France","{'address': 'Saint-Hippolyte, Pyrénées-Orientales, Occitanie', 'location': {'x': 2.967359514, 'y': 42.784946815}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 2.927359514, 'ymin': 42.744946815, 'xmax': 3.007359514, 'ymax': 42.824946815}}"
London SE20,"{'address': 'SE2 0, London, England', 'location': {'x': 0.107465, 'y': 51.486881}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 0.094465, 'ymin': 51.473881, 'xmax': 0.120465, 'ymax': 51.499881}}"
Worcester,"{'address': 'Worcester, Massachusetts', 'location': {'x': -71.8022386, 'y': 42.2621176}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -71.8752386, 'ymin': 42.1891176, 'xmax': -71.7292386, 'ymax': 42.3351176}}"
"Ljubljana, Slovenia","{'address': 'Ljubljana', 'location': {'x': 14.519437173, 'y': 46.063331979}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 14.425437173, 'ymin': 45.969331979, 'xmax': 14.613437173, 'ymax': 46.157331979}}"
"Eastbourne, East Sussex","{'address': 'Eastbourne, East Sussex, England', 'location': {'x': 0.2848044, 'y': 50.7668678}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 0.2198044, 'ymin': 50.7018678, 'xmax': 0.3498044, 'ymax': 50.8318678}}"
"Hastings, Sussex","{'address': 'Hastings, East Sussex, England', 'location': {'x': 0.581245833, 'y': 50.856325114}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 0.536245833, 'ymin': 50.811325114, 'xmax': 0.626245833, 'ymax': 50.901325114}}"
"Graduate School, City University of New York","{'address': 'Graduate School and University Center City University of New York', 'location': {'x': -73.98444, 'y': 40.74861}, 'score': 92.32, 'attributes': {}, 'extent': {'xmin': -73.99444, 'ymin': 40.73861, 'xmax': -73.97444, 'ymax': 40.75861}}"
London NWI,"{'address': 'London, England', 'location': {'x': -0.1262362, 'y': 51.5001524}, 'score': 85.8, 'attributes': {}, 'extent': {'xmin': -0.3222362, 'ymin': 51.3041524, 'xmax': 0.0697638, 'ymax': 51.6961524}}"
Indiana State University,"{'address': 'Indiana State University', 'location': {'x': -87.40977, 'y': 39.46877}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -87.42677, 'ymin': 39.45177, 'xmax': -87.39277, 'ymax': 39.48577}}"
"Halcyon, PO Box 395, Walpole, New Hampshire 03608","{'address': '03608, Walpole, New Hampshire', 'location': {'x': -72.4158006, 'y': 43.0766454}, 'score': 90.96, 'attributes': {}, 'extent': {'xmin': -72.4758006, 'ymin': 43.0166454, 'xmax': -72.3558006, 'ymax': 43.1366454}}"
University of Victoria,"{'address': 'University Of Victoria', 'location': {'x': -125.1349549, 'y': 48.8174615}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -125.1399549, 'ymin': 48.8124615, 'xmax': -125.1299549, 'ymax': 48.8224615}}"
"John Marshall Law School, Chicago","{'address': 'John Marshall Law School', 'location': {'x': -87.62839, 'y': 41.87781}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -87.63339, 'ymin': 41.87281, 'xmax': -87.62339, 'ymax': 41.88281}}"
"Winfrith Newburgh, Dorset","{'address': 'Winfrith Newburgh, Dorset, England', 'location': {'x': -2.274315284, 'y': 50.661001113}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -2.281315284, 'ymin': 50.654001113, 'xmax': -2.267315284, 'ymax': 50.668001113}}"
"Esher, Surrey","{'address': 'Esher, Surrey, England', 'location': {'x': -0.3656661, 'y': 51.3696161}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.3976661, 'ymin': 51.3376161, 'xmax': -0.3336661, 'ymax': 51.4016161}}"
Horsham,"{'address': 'Horsham, Victoria', 'location': {'x': 142.196503246, 'y': -36.716850167}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 141.770503246, 'ymin': -37.142850167, 'xmax': 142.622503246, 'ymax': -36.290850167}}"
"Campaign for Nuclear Disarmament, London N7","{'address': 'N7 0, London, England', 'location': {'x': -0.1277049, 'y': 51.5542576}, 'score': 74.94, 'attributes': {}, 'extent': {'xmin': -0.1347049, 'ymin': 51.5472576, 'xmax': -0.1207049, 'ymax': 51.5612576}}"
"Kent Law Clinic, Canterbury","{'address': 'Law Close, Canterbury, Kent, England, CT2 8QG', 'location': {'x': 1.057275649512, 'y': 51.277202141213}, 'score': 86.83, 'attributes': {}, 'extent': {'xmin': 1.056275649512, 'ymin': 51.276202141213, 'xmax': 1.058275649512, 'ymax': 51.278202141213}}"
"The Queen’s College, Oxford","{'address': ""Queen's College"", 'location': {'x': -1.251276615, 'y': 51.753282096}, 'score': 99.97, 'attributes': {}, 'extent': {'xmin': -1.254276615, 'ymin': 51.750282096, 'xmax': -1.248276615, 'ymax': 51.756282096}}"
London W7,"{'address': 'W7 1, London, England', 'location': {'x': -0.335705, 'y': 51.518434}, 'score': 97.32, 'attributes': {}, 'extent': {'xmin': -0.345705, 'ymin': 51.508434, 'xmax': -0.325705, 'ymax': 51.528434}}"
"Brandeis University, Waltham, Massachusetts","{'address': 'Brandeis University', 'location': {'x': -71.25782, 'y': 42.366279}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -71.26482, 'ymin': 42.359279, 'xmax': -71.25082, 'ymax': 42.373279}}"
"Claygate, Surrey","{'address': 'Claygate, Elmbridge, Surrey, England', 'location': {'x': -0.340151855, 'y': 51.360017434}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.352151855, 'ymin': 51.348017434, 'xmax': -0.328151855, 'ymax': 51.372017434}}"
"City Hall, Norwich","{'address': 'City Hall', 'location': {'x': 1.29422, 'y': 52.63273}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 1.28922, 'ymin': 52.62773, 'xmax': 1.29922, 'ymax': 52.63773}}"
"Great Yarmouth, Norfolk","{'address': 'Great Yarmouth, Norfolk, England', 'location': {'x': 1.7329912, 'y': 52.6076926}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 1.6079912, 'ymin': 52.4826926, 'xmax': 1.8579912, 'ymax': 52.7326926}}"
London SE11London W1,"{'address': 'London, Indiana', 'location': {'x': -85.92026, 'y': 39.6256}, 'score': 83.93, 'attributes': {}, 'extent': {'xmin': -85.93126, 'ymin': 39.6146, 'xmax': -85.90926, 'ymax': 39.6366}}"
"University of East Anglia, Norwich","{'address': 'University of East Anglia', 'location': {'x': 1.2449226, 'y': 52.6223101}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 1.2389226, 'ymin': 52.6163101, 'xmax': 1.2509226, 'ymax': 52.6283101}}"
"St Lawrence University, Canton, New York","{'address': 'St Lawrence University', 'location': {'x': -75.1590884, 'y': 44.5936922}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -75.1710884, 'ymin': 44.5816922, 'xmax': -75.1470884, 'ymax': 44.6056922}}"
Sherborne,"{'address': 'Sherborne, Dorset, England', 'location': {'x': -2.516038242, 'y': 50.948236185}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -2.532038242, 'ymin': 50.932236185, 'xmax': -2.500038242, 'ymax': 50.964236185}}"
Croydon,"{'address': 'Croydon, Queensland', 'location': {'x': 142.244101114, 'y': -18.203527285}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 141.058101114, 'ymin': -19.389527285, 'xmax': 143.430101114, 'ymax': -17.017527285}}"
"Bern, Switzerland","{'address': 'Bern', 'location': {'x': 7.437170775, 'y': 46.948998594}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 7.369170775, 'ymin': 46.880998594, 'xmax': 7.505170775, 'ymax': 47.016998594}}"
"Polperro, Cornwall","{'address': 'Polperro, Cornwall, England', 'location': {'x': -4.519511442, 'y': 50.33149896}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -4.527511442, 'ymin': 50.32349896, 'xmax': -4.511511442, 'ymax': 50.33949896}}"
"Film Editor, Time Out, London WC2","{'address': 'WC2 5, London, England', 'location': {'x': -0.1253257, 'y': 51.5081275}, 'score': 74.94, 'attributes': {}, 'extent': {'xmin': -0.1263257, 'ymin': 51.5071275, 'xmax': -0.1243257, 'ymax': 51.5091275}}"
"Office of the Chief Rabbi, London N12","{'address': 'N1 2, London, England', 'location': {'x': -0.0974756, 'y': 51.5416764}, 'score': 77, 'attributes': {}, 'extent': {'xmin': -0.1044756, 'ymin': 51.5346764, 'xmax': -0.0904756, 'ymax': 51.5486764}}"
"Department of Psychology, Harvard University","{'address': 'Department Of Psychology', 'location': {'x': 13.533756, 'y': 52.431768}, 'score': 89.23, 'attributes': {}, 'extent': {'xmin': 13.528756, 'ymin': 52.426768, 'xmax': 13.538756, 'ymax': 52.436768}}"
Bordeaux,"{'address': 'Bordeaux, Gironde, Nouvelle-Aquitaine', 'location': {'x': -0.579380299, 'y': 44.837898313}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.632380299, 'ymin': 44.784898313, 'xmax': -0.526380299, 'ymax': 44.890898313}}"
"Montclair, New Jersey","{'address': 'Montclair, New Jersey', 'location': {'x': -74.212664, 'y': 40.822167}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -74.244664, 'ymin': 40.790167, 'xmax': -74.180664, 'ymax': 40.854167}}"
"Celles, France","{'address': 'Celles, Jonzac, Charente-Maritime, Nouvelle-Aquitaine', 'location': {'x': -0.37139, 'y': 45.60472}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.39339, 'ymin': 45.58272, 'xmax': -0.34939, 'ymax': 45.62672}}"
"Hunter College, New York","{'address': 'Hunter College', 'location': {'x': -73.964628, 'y': 40.768545}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -73.969628, 'ymin': 40.763545, 'xmax': -73.959628, 'ymax': 40.773545}}"
University of London,"{'address': 'University of London', 'location': {'x': -0.0362888, 'y': 51.4745685}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.0412888, 'ymin': 51.4695685, 'xmax': -0.0312888, 'ymax': 51.4795685}}"
"Hove, East Sussex","{'address': 'Hove, East Sussex, England', 'location': {'x': -0.1678308, 'y': 50.8302186}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.1968308, 'ymin': 50.8012186, 'xmax': -0.1388308, 'ymax': 50.8592186}}"
"Freeville, New York","{'address': 'Freeville, New York', 'location': {'x': -76.346716, 'y': 42.513945}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -76.361716, 'ymin': 42.498945, 'xmax': -76.331716, 'ymax': 42.528945}}"
"Vice-Chairman, Hanson","{'address': 'Hanson, Massachusetts', 'location': {'x': -70.863044, 'y': 42.066166}, 'score': 73.33, 'attributes': {}, 'extent': {'xmin': -70.903044, 'ymin': 42.026166, 'xmax': -70.823044, 'ymax': 42.106166}}"
"Sheringham, Norfolk","{'address': 'Sheringham, North Norfolk, Norfolk, England', 'location': {'x': 1.211029541, 'y': 52.943557837}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 1.198029541, 'ymin': 52.930557837, 'xmax': 1.224029541, 'ymax': 52.956557837}}"
Johannesburg,"{'address': 'Johannesburg, City of Johannesburg, Gauteng', 'location': {'x': 28.045488, 'y': -26.201452}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 27.766488, 'ymin': -26.480452, 'xmax': 28.324488, 'ymax': -25.922452}}"
"Royal Fine Art Commission Trust, London SW11","{'address': 'Fine Art Commissions', 'location': {'x': -0.1385561, 'y': 51.5066684}, 'score': 76.02, 'attributes': {}, 'extent': {'xmin': -0.1435561, 'ymin': 51.5016684, 'xmax': -0.1335561, 'ymax': 51.5116684}}"
Slough,"{'address': 'Slough, Berkshire, England', 'location': {'x': -0.5954477, 'y': 51.5093466}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.6754477, 'ymin': 51.4293466, 'xmax': -0.5154477, 'ymax': 51.5893466}}"
"Rhinebeck, New York","{'address': 'Rhinebeck, New York', 'location': {'x': -73.912605, 'y': 41.926894}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -73.975605, 'ymin': 41.863894, 'xmax': -73.849605, 'ymax': 41.989894}}"
Rhodes,"{'address': 'Rhodes', 'location': {'x': 28.227007, 'y': 36.443235}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 27.941007, 'ymin': 36.157235, 'xmax': 28.513007, 'ymax': 36.729235}}"
"Saxthorpe, Norfolk","{'address': 'Saxthorpe, North Norfolk, Norfolk, England', 'location': {'x': 1.137963058, 'y': 52.829139836}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 1.134963058, 'ymin': 52.826139836, 'xmax': 1.140963058, 'ymax': 52.832139836}}"
"Grand View, California","{'address': 'Grandview, California', 'location': {'x': -117.109243, 'y': 34.890234}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -117.116243, 'ymin': 34.883234, 'xmax': -117.102243, 'ymax': 34.897234}}"
"Lamu, Kenya","{'address': 'Lamu', 'location': {'x': 40.788910863388, 'y': -2.04751898275}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 40.247910863388, 'ymin': -2.58851898275, 'xmax': 41.329910863388, 'ymax': -1.50651898275}}"
"Pulborough, West Sussex","{'address': 'Pulborough, Horsham, West Sussex, England', 'location': {'x': -0.501923227, 'y': 50.957406797}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.512923227, 'ymin': 50.946406797, 'xmax': -0.490923227, 'ymax': 50.968406797}}"
"Eardisland, Herefordshire","{'address': 'Eardisland, Herefordshire, England', 'location': {'x': -2.852719606, 'y': 52.220374823}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -2.859719606, 'ymin': 52.213374823, 'xmax': -2.845719606, 'ymax': 52.227374823}}"
﻿London EC1,"{'address': 'EC1A 1, London, England', 'location': {'x': -0.0991398, 'y': 51.5163916}, 'score': 96.32, 'attributes': {}, 'extent': {'xmin': -0.1001398, 'ymin': 51.5153916, 'xmax': -0.0981398, 'ymax': 51.5173916}}"
Teddington,"{'address': 'Teddington, Fraser Coast, Queensland', 'location': {'x': 152.656042996, 'y': -25.624855404}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 152.612042996, 'ymin': -25.668855404, 'xmax': 152.700042996, 'ymax': -25.580855404}}"
"Westport, Co Mayo","{'address': 'Westport, Mayo', 'location': {'x': -9.522286, 'y': 53.8011379}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -9.622286, 'ymin': 53.7011379, 'xmax': -9.422286, 'ymax': 53.9011379}}"
"Department of Philosophy, Washington University","{'address': 'Department Of Philosophy', 'location': {'x': 100.533556836, 'y': 13.739310723}, 'score': 85.71, 'attributes': {}, 'extent': {'xmin': 100.523556836, 'ymin': 13.729310723, 'xmax': 100.543556836, 'ymax': 13.749310723}}"
"Editor, Living Marxism London WC1","{'address': 'WC1A 1, London, England', 'location': {'x': -0.1260958, 'y': 51.5179383}, 'score': 73.94, 'attributes': {}, 'extent': {'xmin': -0.1290958, 'ymin': 51.5149383, 'xmax': -0.1230958, 'ymax': 51.5209383}}"
"Ashmolean Museum, Oxford","{'address': 'Ashmolean Museum', 'location': {'x': -1.26019, 'y': 51.75529}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -1.26519, 'ymin': 51.75029, 'xmax': -1.25519, 'ymax': 51.76029}}"
Dar es Salaam,"{'address': 'Dar es Salaam, Kinondoni, Dar es Salaam', 'location': {'x': 39.288409, 'y': -6.8149233}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 39.203409, 'ymin': -6.8999233, 'xmax': 39.373409, 'ymax': -6.7299233}}"
"El Cajon, California","{'address': 'El Cajon, California', 'location': {'x': -116.9614233, 'y': 32.8008949}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -117.0064233, 'ymin': 32.7558949, 'xmax': -116.9164233, 'ymax': 32.8458949}}"
University of Lincoln,"{'address': 'University of Lincoln', 'location': {'x': -0.5479973, 'y': 53.2282644}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.5529973, 'ymin': 53.2232644, 'xmax': -0.5429973, 'ymax': 53.2332644}}"
"Framlingham, Suffolk","{'address': 'Framlingham, East Suffolk, Suffolk, England', 'location': {'x': 1.341980502, 'y': 52.221130827}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 1.329980502, 'ymin': 52.209130827, 'xmax': 1.353980502, 'ymax': 52.233130827}}"
Kingston University,"{'address': 'Kingston University', 'location': {'x': -0.303173, 'y': 51.4032369}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.308173, 'ymin': 51.3982369, 'xmax': -0.298173, 'ymax': 51.4082369}}"
"Fairfax, Virginia","{'address': 'Fairfax, Virginia', 'location': {'x': -77.3063159, 'y': 38.8471215}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -77.3333159, 'ymin': 38.8201215, 'xmax': -77.2793159, 'ymax': 38.8741215}}"
"Verso, London W1","{'address': 'Verdo', 'location': {'x': -0.2267814, 'y': 51.4943945}, 'score': 80.3, 'attributes': {}, 'extent': {'xmin': -0.2317814, 'ymin': 51.4893945, 'xmax': -0.2217814, 'ymax': 51.4993945}}"
Herne Hill,"{'address': 'Herne Hill, Greater Geelong, Victoria', 'location': {'x': 144.323696431, 'y': -38.134191713}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 144.316696431, 'ymin': -38.141191713, 'xmax': 144.330696431, 'ymax': -38.127191713}}"
"Brill, Buckinghamshire","{'address': 'Brill, Buckinghamshire, England', 'location': {'x': -1.051597662, 'y': 51.82047257}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -1.057597662, 'ymin': 51.81447257, 'xmax': -1.045597662, 'ymax': 51.82647257}}"
"University of MissouriRolla, Missouri","{'address': 'University of Missouri-Rolla', 'location': {'x': -91.773, 'y': 37.95447}, 'score': 99.97, 'attributes': {}, 'extent': {'xmin': -91.778, 'ymin': 37.94947, 'xmax': -91.768, 'ymax': 37.95947}}"
"Albany, New York","{'address': 'Albany, New York', 'location': {'x': -73.755093, 'y': 42.651725}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -73.828093, 'ymin': 42.578725, 'xmax': -73.682093, 'ymax': 42.724725}}"
"Jours en Vaux, France","{'address': ""Jours-en-Vaux, Côte-d'Or, Bourgogne-Franche-Comté"", 'location': {'x': 4.58524, 'y': 47.04322}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 4.58324, 'ymin': 47.04122, 'xmax': 4.58724, 'ymax': 47.04522}}"
"Bloxham, Oxfordshire","{'address': 'Bloxham, Cherwell, Oxfordshire, England', 'location': {'x': -1.374221487, 'y': 52.020786405}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -1.386221487, 'ymin': 52.008786405, 'xmax': -1.362221487, 'ymax': 52.032786405}}"
"Pimlico, London","{'address': 'Pimlico, Westminster, London, England', 'location': {'x': -0.1369143, 'y': 51.4856478}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.1439143, 'ymin': 51.4786478, 'xmax': -0.1299143, 'ymax': 51.4926478}}"
Johannes Gutenberg-UniversitätMainz,"{'address': 'Johannes Gutenberg-Universität Mainz', 'location': {'x': 8.2624503, 'y': 49.991722}, 'score': 99, 'attributes': {}, 'extent': {'xmin': 8.2504503, 'ymin': 49.979722, 'xmax': 8.2744503, 'ymax': 50.003722}}"
"Amnesty International UK, London EC2","{'address': 'Amnesty International Bookshop', 'location': {'x': -0.1406, 'y': 51.5514}, 'score': 91.24, 'attributes': {}, 'extent': {'xmin': -0.1456, 'ymin': 51.5464, 'xmax': -0.1356, 'ymax': 51.5564}}"
"University College, Cardiff","{'address': 'University College Cardiff Plas Gwyn', 'location': {'x': -3.225316711, 'y': 51.496432215}, 'score': 92.5, 'attributes': {}, 'extent': {'xmin': -3.228316711, 'ymin': 51.493432215, 'xmax': -3.222316711, 'ymax': 51.499432215}}"
Parma,"{'address': 'Parma', 'location': {'x': 10.3296266, 'y': 44.8078212}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 10.2126266, 'ymin': 44.6908212, 'xmax': 10.4466266, 'ymax': 44.9248212}}"
"Institut für die Wissenschaften vom Menschen, Vienna","{'address': 'Institut Für Die Wissenschaften Vom Menschen', 'location': {'x': 16.364053, 'y': 48.227082}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 16.359053, 'ymin': 48.222082, 'xmax': 16.369053, 'ymax': 48.232082}}"
Polytechnic of North London,"{'address': 'The Polytechnic, Riding House Street, West End, Westminster, London, England, W1W 7DX', 'location': {'x': -0.1410174743, 'y': 51.518317405841}, 'score': 98.96, 'attributes': {}, 'extent': {'xmin': -0.1420174743, 'ymin': 51.517317405841, 'xmax': -0.1400174743, 'ymax': 51.519317405841}}"
"Heveningham, Suffolk","{'address': 'Heveningham, East Suffolk, Suffolk, England', 'location': {'x': 1.42291956, 'y': 52.302692239}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 1.41991956, 'ymin': 52.299692239, 'xmax': 1.42591956, 'ymax': 52.305692239}}"
"Boise, Idaho","{'address': 'Boise, Idaho', 'location': {'x': -116.201579, 'y': 43.615791}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -116.319579, 'ymin': 43.497791, 'xmax': -116.083579, 'ymax': 43.733791}}"
"Brighton, South Australia","{'address': 'Brighton, Holdfast Bay, South Australia', 'location': {'x': 138.522013091, 'y': -35.018675821}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 138.514013091, 'ymin': -35.026675821, 'xmax': 138.530013091, 'ymax': -35.010675821}}"
"Witton-le-Wear, County Durham","{'address': 'Witton-le-Wear, Durham, England', 'location': {'x': -1.772266616, 'y': 54.678571279}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -1.781266616, 'ymin': 54.669571279, 'xmax': -1.763266616, 'ymax': 54.687571279}}"
Vanuatu,"{'address': 'Vanuatu', 'location': {'x': 166.872757074, 'y': -15.241355873}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 163.812757074, 'ymin': -18.301355873, 'xmax': 169.932757074, 'ymax': -12.181355873}}"
Tartarus Press,"{'address': 'Tartarus', 'location': {'x': 19.55, 'y': 60.48333}, 'score': 76.92, 'attributes': {}, 'extent': {'xmin': 18.8, 'ymin': 59.73333, 'xmax': 20.3, 'ymax': 61.23333}}"
"Orvieto, Italy","{'address': 'Orvieto, Terni', 'location': {'x': 12.1115691, 'y': 42.7164699}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 11.9865691, 'ymin': 42.5914699, 'xmax': 12.2365691, 'ymax': 42.8414699}}"
"Kew, Surrey","{'address': 'Kew, Richmond upon Thames, Greater London, England', 'location': {'x': -0.286764955, 'y': 51.477303912}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -0.301764955, 'ymin': 51.462303912, 'xmax': -0.271764955, 'ymax': 51.492303912}}"
Middlesbrough,"{'address': 'Middlesbrough, Cleveland, England', 'location': {'x': -1.2379106, 'y': 54.5730073}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -1.3779106, 'ymin': 54.4330073, 'xmax': -1.0979106, 'ymax': 54.7130073}}"
"Oberursel, Germany","{'address': 'Oberursel, Hessen', 'location': {'x': 8.582282, 'y': 50.200587999}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 8.517282, 'ymin': 50.135587999, 'xmax': 8.647282, 'ymax': 50.265587999}}"
"Chinley, Derbyshire","{'address': 'Chinley, High Peak, Derbyshire, England', 'location': {'x': -1.93993007, 'y': 53.340077553}, 'score': 100, 'attributes': {}, 'extent': {'xmin': -1.94693007, 'ymin': 53.333077553, 'xmax': -1.93293007, 'ymax': 53.347077553}}"
Luxor,"{'address': 'Luxor', 'location': {'x': 32.855535423816, 'y': 25.490342762561}, 'score': 100, 'attributes': {}, 'extent': {'xmin': 32.424535423816, 'ymin': 25.059342762561, 'xmax': 33.286535423816, 'ymax': 25.921342762561}}"
